French,English
pires,worse
rumeurs,rumors
fauteuil,armchair
coûté,cost
adjoint,assistant
Stephen,Stephen
collègue,colleague
one,One
poches,pockets
novembre,november
illégal,illegal
restons,stay
bonhomme,fellow
appuie,support
difficiles,difficult
laissera,will leave
courte,short
lâ,there
tuent,kill
lot,batch
levé,survey
seules,only
vivez,live
personnalité,personality
leo,leo
scandale,scandal
conclu,concluded
frigo,fridge
admire,admire
aïe,Ouch
tragédie,tragedy
oblige,obligatory
commandes,orders
pénis,penis
boue,mud
dettes,debts
enseigne,taught
obscurité,darkness
pages,pages
chapitre,chapter
violent,violent
signature,signature
conseille,advisor
vendeur,seller
visages,faces
rarement,rarely
essayait,was trying
serré,tight
mères,mothers
tels,such
halte,stop
collection,collection
désastre,disaster
noix,nut
mourra,will die
rejoins,join
reconnaissance,acknowledgement
blagues,jokes
duke,Duke
méthode,method
bienvenu,welcome
donnait,gave
gratuit,free
boîtes,boxes
marches,steps
Brooklyn,Brooklyn
valises,suitcases
enfermé,shut in
gants,gloves
rompu,broken
coïncidence,coincidence
vilain,naughty
poing,fist
britannique,British
dispute,dispute
trahison,treason
téléphoné,phone
août,august
feuilles,leaves
quatrième,fourth
révérend,reverend
censée,supposed
devaient,were to
placé,place
ténèbres,darkness
enfui,fled
impliqué,implied
vire,fired
pilules,pills
préfères,prefers
for,for
population,population
manges,eating
pleuré,cry
chasseur,hunter
livraison,delivery
reprend,resumes
emporte,take away
louer,hire
mette,put
bizarres,bizarre
torture,torture
remarquable,outstanding
termes,terms
journalistes,journalists
honnêtement,honestly
câble,cable
longs,long
estime,estimated
démons,demons
impôts,taxes
massacre,massacre
pomme,apple
autoroute,motorway
sociale,social
moyenne,mean
ingénieur,engineer
doug,Doug
péchés,signs
laissent,leave
tarder,delay
divine,Divine
éloigner,remove
clan,clan
obligée,compulsory
xena,Xena
merveille,wonder
concentrer,focus
venons,let's come
opéra,opera
oxygène,oxygen
sexuel,sexual
industrie,industry
aimerai,would like
z,Z
sortons,let's go out
accent,accent
lawrence,Lawrence
gris,gray
sean,sean
mesures,measures
batterie,battery
toast,toast
postes,stations
communication,communication
manche,sleeve
grandir,to grow
banques,banks
tonnes,tons
gentleman,gentleman
zut,Damn
numéros,numbers
officiel,official
chariot,cart
otages,hostages
prime,prime
poésie,poetry
annuler,Cancel
jersey,Jersey
chagrin,grief
ellen,Ellen
déconne,disconnect
fabuleux,fabulous
dennis,Dennis
complexe,complex
trafic,traffic
trouille,funk
us,US
débrouiller,get off
commencent,begin
cinquante,fifty
vraies,real
discute,discuss
communiste,Communist
francs,francs
sacrifice,sacrifice
française,French
foie,liver
statue,statue
résistance,resistance
mettra,will put
volontiers,gladly
drogues,drugs
cercueil,coffin
pendu,hanged
ignorer,ignore
tireur,shooter
eut,had
piquer,sting
creuser,dig
médaille,medal
crée,creates
équipement,equipment
phase,phase
chaos,chaos
salue,salute
survie,survival
défi,challenge
trouvés,found
rencontrée,met
boum,boom
longues,long
telles,such as
arriverai,will arrive
gâché,spoils
harris,Harris
brigade,brigade
fiers,proud
ennuyeux,boring
cieux,heavens
contient,contains
aile,wing
oignons,onions
vaches,cows
sensation,sensation
chanceux,lucky
angela,Angela
gamine,kid
cooper,cooper
cessé,stopped
tina,tina
ressemblait,looked like
plante,plant
scènes,scenes
solitude,solitude
activité,activity
mobile,mobile
principe,principle
rejoint,join
économie,economy
armés,armed
plastique,plastic
regardent,look
chant,singing
verte,green
couru,ran
regardait,looked at
ford,Ford
besoins,needs
terroriste,terrorist
assister,to assist
bail,lease
roue,wheel
putes,whores
sachez,know
harold,Harold
amenez,amenez
génération,generation
causé,cause
entraîneur,coach
rigoles,channels
amanda,Amanda
présenté,present
trompez,cheat
mordu,bitten
vampire,vampire
jacques,Jacques
fans,fans
bourré,packed
éliminer,eliminate
enfoirés,bastard
freddy,Freddy
bloc,block
pourvu,provided
décisions,decisions
eve,Eve
jacob,jacob
symbole,symbol
croirait,would believe
sagesse,wisdom
politiques,policies
taux,rate
nègre,Negro
jetez,throw away
malédiction,curse
masse,mass
phrase,sentence
pompes,pumps
reconnaissant,grateful
pension,pension
renoncer,to renouncer
sexuelle,sexual
regardant,looking
ordonne,ordered
four,oven
règne,reign
saut,leap
terreur,terror
avaler,swallow
ongles,nail
pratiquement,practically
laissons,Let us leave
jalouse,jealous
outils,tools
espérer,to hope
tueurs,killers
terriblement,terribly
charité,charity
prêtes,ready
écriture,writing
oublies,forget
adorent,love
etje,and I
luxe,luxury
irez,go on
ambassadeur,ambassador
bush,bush
arrêtera,will stop
informer,inform
orage,thunderstorm
revenus,income
pisse,piss
renvoyé,referred
sachant,knowing
tombes,fallen down
rois,kiss
époux,husband
accueil,welcome
relève,succession
judy,Judy
aidez,Help
môme,kid
diego,diego
atmosphère,atmosphere
routes,roads
ravissante,ravishing
coach,coach
ennui,boredom
suffisant,sufficient
poème,poem
jouets,toys
jennifer,Jennifer
usage,use
prières,prayers
revue,review
adaptation,adaptation
suffira,will suffice
collège,college
singes,monkeys
otage,hostage
apprécier,enjoy
diplôme,diploma
bâtard,bastard
destination,destination
analyse,analysis
caroline,caroline
demandent,ask
décembre,December
côtes,ribs
casier,locker
fermes,farms
patrouille,patrol
royal,royal
tit,tit
mérites,merits
texte,text
jusque,until
tigre,tiger
çà,That
be,be
médical,medical
ieur,ie
svp,please
ron,ron
pouce,thumb
plaisantez,joke
requin,shark
essentiel,essential
espèces,species
fruit,fruit
came,cam
cesser,cease
allen,Allen
teddy,teddy
annulé,canceled
dangereuse,dangerous
poète,poet
nanas,nanas
tiendra,will hold
emmenez,take
passerai,will pass
automne,autumn
habillé,dressed
guerrier,warrior
pique,spike
savon,soap
satisfait,satisfied
sépare,separate
agi,act
ordonné,ordered
serre,tight
neil,neil
cassée,broken
deviez,had to
arts,arts
ramasser,pick up
anthony,anthony
baisser,to lower
pirates,pirates
avertir,warn
menacé,threat
so,so
détendre,loosen
rembourser,to reimburse
fabrique,made
métal,metal
expliqué,explain
lecture,reading
josh,josh
attire,attracted
carrément,downright
irons,irons
mere,mother
combats,fighting
pensons,Let's think
mélange,blend
travaillais,work
syndicat,union
queique,asic
indice,hint
marines,navy
enverrai,will send
hill,hill
processus,process
joint,seal
ouvriers,workers
marques,marks
dépassé,outmoded
pa,pa
ailles,wounds
bats,bats
pourront,may
clown,clown
poubelle,garbage can
marins,sailors
boisson,beverage
vaincre,overcome
combinaison,combination
demandait,asked
testament,will
sonné,wounded
flammes,flames
dégueulasse,disgusting
ø,Ø
administration,administration
commissariat,police station
envoyée,envoy
green,green
dépose,deposit
lâché,cowardly
réveillée,awake
épaules,shoulders
jay,jay
artistes,artists
culotte,cheeky
vides,empty
er,er
énormément,enormously
team,team
quittes,quit
accuse,accused
magicien,Wizard
importants,important
direz,you will say
fouiller,to frisk
paierai,will pay
écoles,schools
cm,cm
reverra,will see again
articles,items
trône,throne
laboratoire,laboratory
Andrew,Andrew
panier,basket
endormi,asleep
lave,wash
buddy,Buddy
cuir,leather
huh,huh
foutus,damn
resterai,will remain
cendres,ashes
stone,stone
environnement,environment
rumeur,rumor
interrompre,interrupt
vaudrait,would be worth
matinée,morning
risquer,risk
tranquilles,quiet
earl,earl
transformer,transform
planté,plant
costumes,costumes
mickey,Mickey
machin,thing
transport,transportation
señor,señor
indique,noted
citoyen,citizen
aurions,will have
times,time
viol,rape
particulièrement,particularly
pourrons,can
shirt,shirt
connards,asshole
casino,casino
douter,doubt
pendre,hang
essaierai,will try
accomplir,accomplish
pipi,pee
allumer,to light up
reviennent,come back
certes,certainly
dessert,dessert
curiosité,curiosity
fraîche,fresh
lié,related
maurice,Mauritius
little,Little
disaient,said
vodka,vodka
pétrin,kneaded
témoignage,testimony
déclare,declared
scientifiques,scientists
coco,coconut
baissez,lower
Anderson,Anderson
censés,supposed
Kansas,Kansas
boules,balls
sauras,SAPS
éclair,flash
vain,vain
nuage,cloud
création,creation
anneau,ring
fumier,manure
rio,rio
dose,dose
profonde,deep
étude,study
atelier,workshop
cuisiner,cook
vaux,vaux
malheureuse,unhappy
catholique,Catholic
zoo,zoo
précisément,precisely
talents,talents
activités,activities
importantes,important
bouteilles,bottles
vomir,to vomit
tonnerre,thunder
ned,ned
assuré,insured
plantes,plants
hong,Hong
destinée,destiny
plaisanterie,joke
circuit,circuit
piges,rods
Moore,Moore
observer,observe
mines,mines
peindre,to paint
porno,porn
comtesse,countess
casque,helmet
rate,missed
coûter,cost
chacune,each
Jamie,Jamie
parent,parent
dépression,depression
télégramme,telegram
élu,elected
stupides,stupid
pensiez,think
partant,go by
cash,cash
profite,take advantage
caution,bail
serrer,to squeeze
maudite,cursed
intéresser,to interest
écart,gap
inquiètes,worried
oú,Or
évidence,evidence
leçons,lessons
connus,known
etc,etc
retiré,took of
Greg,Greg
rendent,make
volontaire,deliberate
nid,nest
Oliver,Oliver
he,Hey
prêter,lend
nichons,tits
capitale,capital city
témoigner,bear witness
équipes,teams
égoïste,self-centered
partent,leave
troupe,troop
sincèrement,sincerely
regretter,to regret
responsabilités,responsibilities
associés,associates
cigare,cigar
dean,dean
partirai,will leave
adversaire,opponent
générale,general
misère,misery
vampires,vampires
grève,strike
Nina,Nina
suisse,Swiss
gâteaux,cakes
diamant,diamond
catastrophe,disaster
meubles,furniture
gus,gus
voyages,trips
subir,undergo
balade,stroll
allah,Allah
mêler,mix
signez,sign
enveloppe,envelope
ressenti,feeling
führer,führer
gras,bold
arrêtée,arrested
explose,explode
range,tidy
interview,interview
tombent,fall
confier,entrust
voile,sail
fiches,cards
embête,annuity
caravane,caravan
affection,affection
Manhattan,Manhattan
éléphant,elephant
blue,Blue
vagues,waves
pleins,full
fascinant,fascinating
doutais,doubt
effrayant,frightening
commercial,commercial
rapporter,report
fonction,function
fixe,fixed
arrete,stopped
pères,fathers
circulation,traffic
tennis,tennis
Marc,Marc
navrée,heartbroken
civilisation,civilization
fameux,famous
retenu,retained
moutons,sheep
draps,sheets
servent,serve
jouais,played
éternelle,eternal
couches,layers
satellite,satellite
ramasse,picked up
endormir,put to sleep
fillette,girl
rendra,will return
sujets,topics
remède,remedy
portez,wear
enseigner,teach
observe,observed
ouverts,open
vues,views
sortait,was going out
passais,passed
ris,laugh
transfert,transfer
bidon,can
météo,weather report
explosé,exploded
loyauté,loyalty
dignité,dignity
planche,plank
améliorer,improve
hélicoptère,helicopter
civil,civil
liens,connections
vif,lively
maintenir,maintain
Craig,Fear
Vietnam,Vietnam
Claude,Claude
pacifique,peaceful
fringues,clothes
demie,a half
onze,eleven
we,we
mangent,eat
connaissiez,knew
rares,rare
naturelle,natural
sue,sue
ricky,ricky
assaut,assault
fâchée,angry
portent,carry
kay,kay
karl,karl
pareils,the same
légal,legal
tracy,tracy
eus,eus
pr,pr
civils,civilians
inconnue,unknown
eva,Eva
disparition,disappearance
nicky,nicky
steven,Steven
pompe,pump
méchante,evil
lancement,launch
quartiers,neighborhoods
douceur,candy
tendu,tense
feuille,sheet
stuart,Stuart
leader,leader
pilotes,pilots
ètait,was
mâle,male
tenais,held
royale,royal
cordes,ropes
arrivez,arrive
bandes,bands
promenade,ride
magnifiques,magnificent
emma,Emma
wallace,wallace
veronica,Veronica
tv,TV
adn,DNA
monseigneur,My lord
meure,detection
airs,tune
emmenée,taken
actuellement,Currently
peste,plague
Antonio,Antonio
tragique,tragic
médias,media
antenne,antenna
avertissement,warning
brille,shines
Pedro,Pedro
conflit,conflict
pompiers,firefighters
engin,machine
douée,gifted
oublions,forget
plains,plains
systèmes,systems
foire,fair
Sonny,Sonny
patiente,patient
coincée,stuck
canons,cannons
partira,will leave
soutenir,sustain
beach,beach
poussez,PUSH
saigne,bleeding
toc,toc
construction,construction
boucher,butcher
missiles,missiles
compétition,competition
buvons,let's drink
motif,pattern
ambassade,embassy
warren,warren
régiment,regiment
remarquer,to remark
enregistré,checked in
collins,collins
enregistrement,registration
doutes,doubts
sien,his
profit,profit
sammy,sammy
audition,hearing
lame,blade
opportunité,opportunity
scotch,Scotch
imaginé,conceived
coke,coke
existent,exist
budget,budget
pearl,pearl
basse,low
selle,saddle
déja,Already
historique,historical
officiellement,officially
effacer,to erase
loge,lodge
francis,francis
décrire,describe
osé,daring
éternel,eternal
serpents,snakes
demanderai,will ask
médicament,medication
deviné,guess
armées,armies
promesses,promises
chaînes,chains
sentait,felt
association,association
viennes,come
quai,dock
poker,poker
saleté,dirt
sandy,sandy
ã,To
irak,Iraq
commences,outburst
crevé,outstanding
cuba,Cuba
wendy,Wendy
profil,profile
travis,twist
tache,stain
viendront,will come
étudie,studied
apportez,bring
tribu,tribe
crié,calls out
entraîne,lead
héroïne,heroin
changements,changes
joan,joan
correctement,properly
essaient,try
mouvements,movements
atterrir,to land
formes,shapes
coca,Coca
fragile,fragile
poignée,handle
cadre,frame
genou,knee
conçu,designed
revu,saw again
légitime,legit
sauvée,saved
déménager,to relocate
conne,stupid
dentiste,dentist
aiier,aier
ondes,waves
ralph,ralph
mené,led
discipline,discipline
évacuer,clear out
parié,betrayed
bières,beers
arabe,Arab
Russell,Russell
identifié,identified
recevez,receive
cachée,hidden
évite,avoid
dormais,dreamed
utilisez,use
décès,death
guy,guy
get,Get
demoiselle,young lady
fui,fled
ressemblent,look alike
misérable,miserable
fatigue,fatigue
ancêtres,ancestors
camions,truck
dormez,sleep
pan,bang
duré,hard
disponible,available
vôtres,yours
cuit,cooked
marchait,was walking
nage,swimming
come,come
suspects,suspect
menottes,handcuffs
nique,nique
panneau,sign
rit,laughter
pognon,cash
illusion,illusion
menu,menu
Ronnie,Ronnie
établir,establish
mettons,Let's put
retrouvée,found
sabre,saber
André,André
épuisé,exhaust
restés,remains
continues,continuous
chanteur,singer
kid,kid
lola,lola
prés,close
tendance,tendency
souvient,Remember
enfermer,enclose
thérapie,therapy
vaisselle,dishes
tournez,turn
accorde,granted
chemins,paths
troupeau,herd
saluer,greet
uh,UH
Kennedy,Kennedy
nettoie,clean
assiette,plate
discuté,discussed
touches,keys
impact,impact
dessins,drawings
rompre,to break up
suivent,follow
sienne,his
verrons,will see
angoisse,anguish
états,states
vivons,let's live
Mitchell,Mitchell
écrasé,crushed
tiennent,hold
pape,Pope
connaissons,let's know
Murphy,Murphy
Ivan,Ivan
supposé,Assumed
colonne,column
assistante,assistant
mettrai,will put
maquillage,makeup
ticket,ticket
réussite,success
quête,quest
boxe,boxing
proposer,to propose
boutons,buttons
arriverait,would arrive
assassins,assassins
répétition,repetition
agissait,acted
culpabilité,guilt
pirate,pirate
blanches,white
brésil,Brazil
penny,penny
maîtres,masters
psychiatre,psychiatrist
miracles,miracles
hello,Hello
honorable,honorable
collines,Hills
vachement,really
taureau,bull
considère,considered
âne,donkey
whoa,whoa
comprennent,understand
Christian,Christian
Justin,Justin
méthodes,methods
canal,channel
navette,commute
Tyler,Tyler
légère,light
sortant,outgoing
chaussettes,socks
revanche,revenge
remet,put back
mentez,lie
bud,bud
Abby,Abby
poils,fur
placer,to place
