,French,English
17813,naturel,natural
17814,travaillait,was working
17815,Wilson,Wilson
17816,incendie,fire
17817,camarades,comrades
17818,chute,fall
17819,accompagne,accompanied
17820,passés,past
17821,médecins,doctors
17822,revenue,revenue
17823,peinture,paint
17824,reconnaître,recognize
17825,dollar,dollar
17826,coupez,cut
17827,prénom,first name
17828,puce,chip
17829,pur,pure
17830,prier,pray
17831,actions,actions
17832,voisin,neighbor
17833,officiers,officers
17834,prévenu,warned
17835,chaude,hot
17836,bains,baths
17837,démon,demon
17838,pierres,stones
17839,miroir,mirror
17840,forcément,necessarily
17841,lumières,lights
17842,actrice,actress
17843,jouait,played
17844,vérifie,checked
17845,comportement,behavior
17846,avoue,confession
17847,aient,have
17848,buvez,drink
17849,calmer,calm
17850,amy,Amy
17851,technique,technical
17852,nôtres,ours
17853,obtenu,got
17854,autrefois,in the past
17855,parlera,talk to
17856,Ryan,Ryan
17857,boss,boss
17858,parier,to bet
17859,correct,correct
17860,septembre,september
17861,libres,free
17862,affronter,confront
17863,doué,gifted
17864,appellent,call
17865,repose,rests
17866,conditions,terms
17867,parfum,scent
17868,protège,protected
17869,tasse,cup
17870,pensée,thought
17871,salaire,salary
17872,bagnole,car
17873,infos,info
17874,jolies,pretty
17875,récompense,reward
17876,kim,kim
17877,essayons,let's try
17878,ordinaire,ordinary
17879,jeunesse,youth
17880,musée,museum
17881,bébés,babies
17882,chuck,chuck
17883,plaisantes,pleasant
17884,absence,absence
17885,aiors,Aiors
17886,échappé,escaped
17887,fausse,fake
17888,jury,jury
17889,étudiants,students
17890,approcher,approach
17891,espagne,Spain
17892,aprés,After
17893,blonde,blonde hair
17894,condition,condition
17895,race,breed
17896,vend,sells
17897,absurde,absurd
17898,masque,mask
17899,appellerai,will call
17900,pardonner,forgive
17901,pouvoirs,powers
17902,laissée,left
17903,annoncer,announce
17904,origine,origin
17905,el,el
17906,apprends,learn
17907,poitrine,chest
17908,tape,tape
17909,remis,discarded
17910,couvert,covered
17911,large,wide
17912,prenons,let's take
17913,pressé,press
17914,nu,naked
17915,loup,wolf
17916,urgent,urgent
17917,attente,waiting
17918,bêtises,foolery
17919,appels,calls
17920,mystère,mystery
17921,travailles,work
17922,vélo,bike
17923,vends,sell
17924,armé,armed
17925,réaction,reaction
17926,flotte,fleet
17927,bleue,blue
17928,foot,football
17929,foutez,whip
17930,virus,virus
17931,oeufs,eggs
17932,élève,pupil
17933,daniel,Daniel
17934,êtres,beings
17935,vengeance,revenge
17936,stan,stan
17937,essayais,tried
17938,minable,shabby
17939,cérémonie,ceremony
17940,gordon,gordon
17941,uniquement,uniquely
17942,salauds,bastard
17943,alan,alan
17944,froide,cold
17945,helen,helen
17946,portée,scope
17947,disque,disk
17948,attaqué,offensive
17949,résoudre,solve
17950,moche,ugly
17951,scientifique,scientist
17952,colle,glue
17953,lady,lady
17954,maximum,maximum
17955,déclaration,statement
17956,installer,install
17957,blessés,wounded
17958,effort,effort
17959,iras,IRAS
17960,commandement,commandment
17961,panne,breakdown
17962,visiter,to visit
17963,disiez,say
17964,venais,came
17965,pointe,point
17966,moque,mocking
17967,chambres,bedrooms
17968,convaincu,convinced
17969,raisonnable,reasonable
17970,aiiez,aiiz
17971,rencontrés,met
17972,qualité,quality
17973,aimée,beloved
17974,irait,would go
17975,épousé,marry
17976,attitude,attitude
17977,joseph,joseph
17978,esclave,slave
17979,milliards,billion
17980,guide,guide
17981,oeuvre,work
17982,humour,humor
17983,bible,Bible
17984,boule,ball
17985,sacs,bags
17986,avocats,lawyer
17987,yo,yo
17988,meurent,die
17989,connaissait,knew
17990,union,union
17991,ex,ex
17992,sally,sally
17993,blesser,hurt
17994,taylor,Taylor
17995,maggie,Maggie
17996,perdus,lost
17997,malades,sick
17998,jungle,jungle
17999,jugement,judgement
18000,essai,essay
18001,écrivain,writer
18002,digne,worthy
18003,survécu,survived
18004,julia,julia
18005,vérifié,checked
18006,linda,linda
18007,brûlé,burnt
18008,noble,noble
18009,sauté,jumped up
18010,gâcher,spoil
18011,inquiet,worried
18012,enterrement,interment
18013,prenne,take
18014,site,site
18015,engager,engage
18016,rayon,Ray
18017,traîner,hang out
18018,rang,rank
18019,traître,traitor
18020,berlin,Berlin
18021,parlant,speaking
18022,orange,orange
18023,jenny,Jenny
18024,voudras,will want
18025,sentais,Smelt
18026,bourse,sotck exchange
18027,élèves,students
18028,manques,gaps
18029,faisaient,were doing
18030,partage,share
18031,légende,legend
18032,cave,cellar
18033,voleurs,thieves
18034,fruits,fruits
18035,préviens,warn
18036,connaissent,know
18037,venant,from
18038,policiers,policeman
18039,paire,pair
18040,pommes,apples
18041,meilleures,best
18042,cassette,cassette
18043,sommet,summit
18044,remplacer,replace
18045,objets,objects
18046,idiots,idiots
18047,cage,cage
18048,saurais,would be
18049,limite,limit
18050,ailes,wings
18051,explication,explanation
18052,ô,Ô
18053,bond,jump
18054,floride,Florida
18055,travaillez,Work
18056,carter,housing
18057,conseiller,advise
18058,portait,wore
18059,condamné,sentenced
18060,voyant,seeing
18061,recule,back
18062,bénisse,bless
18063,associé,associated
18064,auteur,author
18065,écouté,listen
18066,sorcière,witch
18067,edward,Edward
18068,livrer,deliver
18069,plainte,complaint
18070,réellement,really
18071,albert,Albert
18072,adulte,adult
18073,pile,pile
18074,communauté,community
18075,mandat,mandate
18076,éducation,education
18077,ramené,brings back
18078,réponses,responses
18079,bagarre,fight
18080,escalier,stairs
18081,naturellement,naturally
18082,désire,longed for
18083,lignes,lines
18084,incident,incident
18085,kilos,pounds
18086,rats,rats
18087,quinze,fifteen
18088,parties,parts
18089,véhicule,vehicle
18090,wayne,wayne
18091,chasser,hunt
18092,bottes,boots
18093,objectif,objective
18094,patients,patients
18095,suivante,next
18096,respecte,respect
18097,attrapé,caught
18098,junior,junior
18099,colline,hill
18100,professionnel,professional
18101,devoirs,homework
18102,conseils,advice
18103,effets,effects
18104,fichu,darkened
18105,blessure,injury
18106,messages,messages
18107,baby,baby
18108,crimes,crimes
18109,moscou,Moscow
18110,villes,cities
18111,voudra,will want to
18112,moto,motorbike
18113,domaine,domain
18114,organisation,organization
18115,aimable,friendly
18116,forts,strong
18117,eue,eue
18118,exercice,exercise
18119,voyager,to travel
18120,arrestation,arrest
18121,fasses,do
18122,pizza,pizza
18123,barbe,beard
18124,french,French
18125,dossiers,files
18126,tunnel,tunnel
18127,voudrez,will want
18128,arrivait,was coming
18129,roses,roses
18130,amiral,admiral
18131,cabinet,cabinet
18132,mére,mother
18133,poursuivre,pursue
18134,forcé,strength
18135,huile,oil
18136,grosses,big
18137,ranger,tidy
18138,furieux,furious
18139,vivait,lived
18140,aidera,will help
18141,géant,giant
18142,tim,Tim
18143,tours,towers
18144,retire,took of
18145,vote,vote
18146,autorisation,authorisation
18147,risqué,risk
18148,hitler,Hitler
18149,rond,round
18150,show,show
18151,territoire,territory
18152,venger,revenge
18153,exprès,on purpose
18154,tuerai,will kill
18155,anges,angels
18156,classique,classic
18157,soutien,support
18158,rentres,return
18159,tokyo,Tokyo
18160,proposition,proposal
18161,love,love
18162,tests,tests
18163,pétrole,oil
18164,réaliser,realize
18165,sortira,will come out
18166,soirs,evenings
18167,ministère,ministry
18168,magazine,magazine
18169,verres,glasses
18170,échec,failure
18171,vieilles,old
18172,pourrions,could
18173,bol,bowl
18174,plaire,to please
18175,miller,miller
18176,respecter,respect
18177,cons,cons
18178,golf,golf
18179,bibliothèque,library
18180,attirer,attract
18181,drapeau,flag
18182,possède,possesses
18183,production,production
18184,conférence,conference
18185,efforts,efforts
18186,pere,father
18187,putains,whores
18188,précieux,precious
18189,religion,religion
18190,rêver,dream
18191,épreuve,test
18192,retenir,retain
18193,football,soccer
18194,Frankie,Frankie
18195,échoué,failed
18196,pisser,piss
18197,Barry,Barry
18198,sortes,sort of
18199,circonstances,circumstances
18200,kong,kong
18201,mignonne,cute
18202,excellence,Excellency
18203,auto,car
18204,do,do
18205,vague,vague
18206,arrêtes,stops
18207,nôtre,OUR
18208,vallée,valley
18209,Morgan,Morgan
18210,enterré,buried
18211,tandis,while
18212,duc,duke
18213,pêre,father
18214,assassiné,murdered
18215,ooo,ooo
18216,charme,charm
18217,quart,quarter
18218,arrangé,arranged
18219,guitare,guitar
18220,remplir,fill
18221,Sophie,Sophie
18222,crève,buzzer
18223,Jesse,Jesse
18224,Bruce,Bruce
18225,Sara,Sara
18226,refuser,refuse
18227,donnent,give
18228,Luke,Luke
18229,taper,type
18230,critique,critical
18231,secrète,secret
18232,terminer,to end
18233,hauteur,height
18234,comédie,comedy
18235,cimetière,graveyard
18236,baisé,fucked
18237,cardiaque,heart
18238,Catherine,Catherine
18239,chiffres,figures
18240,fêter,to celebrate
18241,trouverez,will find
18242,indien,Indian
18243,altesse,highness
18244,occupée,busy
18245,intelligente,intelligent
18246,culture,culture
18247,deviner,guess
18248,géniale,brilliant
18249,limites,boundaries
18250,Nancy,Nancy
18251,précis,accurate
18252,éternité,eternity
18253,ball,ball
18254,plateau,plateau
18255,prises,taken
18256,viendrai,will come
18257,rempli,completed
18258,clairement,clearly
18259,intérêts,interests
18260,langage,language
18261,aides,aid
18262,feux,fires
18263,Betty,Betty
18264,copie,copy
18265,profondément,deeply
18266,fâché,angry
18267,incapable,unable
18268,mercredi,Wednesday
18269,souffrance,suffering
18270,avouer,to confess to
18271,mile,mile
18272,posez,Place
18273,lion,lion
18274,ali,Ali
18275,soigner,cure
18276,fenêtres,Windows
18277,pue,stinking
18278,électrique,electric
18279,italien,Italian
18280,traversé,crossed
18281,réception,reception
18282,énerve,irritated
18283,rentrons,Let's go back
18284,couvrir,cover
18285,fonce,dark
18286,Harvey,Harvey
18287,Kyle,Kyle
18288,produits,products
18289,loyer,rent
18290,grace,grace
18291,bleus,blue
18292,assistant,assistant
18293,cervelle,brain
18294,trente,thirty
18295,yeah,Yeah
18296,saches,know
18297,national,national
18298,avenue,avenue
18299,evidemment,obviously
18300,reçois,receive
18301,cité,cited
18302,liaison,connection
18303,prouve,prove
18304,collier,necklace
18305,aprês,After
18306,séance,session
18307,placard,closet
18308,criminels,criminals
18309,irais,go
18310,riz,rice
18311,sandwich,sandwich
18312,boston,Boston
18313,parlerai,will speak
18314,places,places
18315,stade,stadium
18316,gagnant,winner
18317,moral,moral
18318,tendre,tender
18319,fleuve,river
18320,mêre,mother
18321,stanley,Stanley
18322,trouvait,found
18323,auparavant,previously
18324,personnellement,personally
18325,fièvre,fever
18326,champs,fields
18327,tuera,will kill
18328,chatte,cat
18329,actes,acts
18330,restait,remained
18331,amant,lover
18332,concernant,re
18333,las,the ace
18334,ferons,will do
18335,cherchent,they search
18336,tenait,held
18337,exécution,execution
18338,ann,Ann
18339,lou,lou
18340,pédé,fad
18341,prière,pray
18342,hélas,Alas
18343,sortent,come out
18344,bateaux,boats
18345,allaient,were going
18346,durer,last
18347,assise,seated
18348,alarme,alarm
18349,commencez,start
18350,furent,were
18351,prenait,taking
18352,brad,brad
18353,entièrement,entirely
18354,médecine,medicine
18355,juillet,July
18356,sortis,out
18357,sensible,sensitive
18358,poudre,powder
18359,finale,final
18360,plais,pleasant
18361,durs,hard
18362,discussion,discussion
18363,séparer,to separate
18364,esclaves,slaves
18365,instructions,instructions
18366,beurre,butter
18367,documents,documents
18368,taré,tare
18369,rick,rick
18370,détail,retail
18371,baron,baron
18372,mettent,put
18373,congrès,Congress
18374,épaule,shoulder
18375,poison,poison
18376,final,final
18377,métro,Metro
18378,attendrai,will wait
18379,serment,oath
18380,chan,chan
18381,pardonne,forgiven
18382,espagnol,Spanish
18383,supérieur,superior
18384,w,W
18385,degrés,degrees
18386,rires,laughter
18387,west,West
18388,parker,parker
18389,tuez,kill
18390,œufs,eggs
18391,fiancé,fiance
18392,nerfs,nerves
18393,portefeuille,wallet
18394,robot,robot
18395,internet,Internet
18396,expert,expert
18397,hank,hank
18398,surveillance,surveillance
18399,foutue,foul
18400,rita,rita
18401,réalisateur,director
18402,entraîner,lead
18403,martha,martha
18404,descendu,descended
18405,patrick,patrick
18406,comté,county
18407,congé,leave
18408,finira,will end
18409,caméras,cameras
18410,sauce,sauce
18411,balance,balance
18412,destruction,destruction
18413,moderne,modern
18414,Carlos,Carlos
18415,extrêmement,extremely
18416,âmes,souls
18417,expression,expression
18418,marchera,will walk
18419,commerce,trade
18420,ivre,drunk
18421,salopard,bastard
18422,appétit,appetite
18423,dette,debt
18424,all,all
18425,promener,to take a walk
18426,employés,employees
18427,admettre,admit
18428,producteur,producer
18429,attendons,let's wait
18430,quittez,leave
18431,brise,broken
18432,wow,wow
18433,juin,June
18434,chats,cats
18435,remets,put back
18436,ajouter,add
18437,couler,to flow
18438,Pasteur,Pastor
18439,alliez,combine
18440,portrait,portrait
18441,heu,uu
18442,by,by
18443,lancé,spear
18444,diamants,diamonds
18445,donnée,given
18446,avantage,advantage
18447,fidèle,faithful
18448,juger,judge
18449,renseignements,information
18450,gang,gang
18451,loué,rented
18452,réseau,network
18453,ouverture,opening
18454,travaux,works
18455,poussé,pushed
18456,division,division
18457,invitation,invitation
18458,repartir,to share out
18459,trous,holes
18460,rappelez,recall
18461,totale,total
18462,solide,solid
18463,réservé,reserve
18464,Willie,Willie
18465,autorité,authority
18466,fermée,closed
18467,munitions,ammunition
18468,neveu,nephew
18469,diras,will say
18470,téléphoner,call
18471,briser,to break
18472,siècles,centuries
18473,nerveuse,nervous
18474,bonbons,candy
18475,blé,wheat
18476,pourri,rotten
18477,puits,well
18478,fantômes,ghosts
18479,termine,ended
18480,monstres,monsters
18481,écraser,crush
18482,espérons,hope
18483,bétail,cattle
18484,miens,mine
18485,changera,will change
18486,adultes,adults
18487,restée,remained
18488,total,total
18489,fierté,pride
18490,pari,bet
18491,sein,breast
18492,cessez,stop
18493,Elizabeth,Elizabeth
18494,exige,required
18495,étudiant,student
18496,Jackie,Jackie
18497,démarre,started
18498,lâchez,let go
18499,Marty,Marty
18500,passons,Let's go
18501,vic,vic
18502,semblez,appear
18503,gérer,manage
18504,électricité,electricity
18505,invitée,guest
18506,injuste,unfair
18507,désirez,wish
18508,lampe,lamp
18509,normalement,Normally
18510,causer,cause
18511,dalle,slab
18512,mondiale,global
18513,comptez,count
18514,rouler,to roll
18515,filmer,film
18516,rapporte,report
18517,sourd,deaf
18518,trouveras,will find
18519,alliance,alliance
18520,convient,agrees
18521,rage,rage
18522,habitants,residents
18523,Mamie,Granny
18524,nuages,clouds
18525,hmm,Hmm
18526,trahi,betrayed
18527,biens,goods
18528,Lewis,Lewis
18529,tournage,filming
18530,créatures,creatures
18531,militaires,military
18532,blessures,wounds
18533,barbara,barbara
18534,Louise,Louise
18535,règlement,settlement
18536,grant,grant
18537,étudié,studied
18538,courez,run
18539,habiller,dress
18540,soeurs,sisters
18541,soins,care
18542,célibataire,Single
18543,veuve,widow
18544,Canada,Canada
18545,dépêche,dispatch
18546,progrès,progress
18547,dégoûtant,disgusting
18548,fan,fan
18549,matière,matter
18550,avril,april
18551,molly,molly
18552,cercle,circle
18553,Davis,Davis
18554,nucléaire,nuclear
18555,pervers,pervert
18556,échelle,ladder
18557,adorer,love
18558,trouvais,found
18559,orchestre,orchestra
18560,déposer,to file
18561,cadavres,corpses
18562,échappe,escape
18563,emprunter,borrow
18564,exprimer,express
18565,caractère,character
18566,libéré,released
18567,signes,signs
18568,fêtes,holidays
18569,vedette,star
18570,lisez,read
18571,commençons,Let's start
18572,robin,Robin
